monthly_payment,description,price,square_price,area,rooms,subways,floors
405711.33628318587,,21841268,349460,62.5,2,нет метро,69
405711.33628318587,,50040000,547483,91.4,4,нет метро,21
491670.0,"Id 377036. Успейте купить Евро-3 комнатную квартиру на видовом 25-м этаже в ЖК Крылья!

Отсутствие ремонта позволит вам воплотить самые смелые и креативные идеи, создавая дом вашей мечты. Высокие потолки и обилие света подарят ощущение простора и легкости.
Ваша будущая кухня-гостиная - это светлое и просторное помещение, предназначенное для комфортного времяпровождения в кругу семьи и друзей. Большие окна позволят наслаждаться захватывающими видами. Две комнаты, одна из которых с санузлом.
Прекрасно развита инфраструктура, очень удобная транспортная доступность! Имеется дизайн-проект!",29500000,399188,73.9,2,"Раменки, Мичуринский проспект, Аминьевская, Мичуринский проспект",31
405711.33628318587,"Id 376300. Продается уютная видовая 2х-комнатная квартира в тихом зеленом районе. 16 мин. От метро Бибирево, ТСЖ, консьержка, видео наблюдение, новые лифты, домофон с кодовым замком. Кухня где все под рукой, хорошая планировка, окна выходят на парк, и реку Чермянка - отличное место для прогулок, в том числе с детьми, и для занятий спортом. Развитая инфраструктура: детские сады, школы, аптеки, продуктовые магазины. Санузел раздельный. Свободная продажа. ДКП более 5 лет, 2 взрослых собственника.",14700000,282692,52.0,2,"Бибирево, Отрадное",17
405711.33628318587,,20974800,462000,45.4,1,нет метро,29
405711.33628318587,"Id 301028. Уютная, теплая трехкомнатная квартира в кирпичном доме индивидуальной планировки.  В доме произведен капремонт с заменой коммуникаций . Район тихий и спокойный с хорошо развитой инфраструктурой.  Удобная транспортная доступность. Один собственник, прекрасная история квартиры. Полная стоимость в договоре. Альтернатива простая. Помощь для ипотечного покупателя! Показ в удобное для Вас время по предварительной договоренности. Звоните!",12290000,232765,52.8,3,Бибирево,8
405711.33628318587,,10988600,313960,35.0,1,нет метро,52
405711.33628318587,"Id 371543. Продаётся уютная однокомнатная квартира площадью 34 квадратных метра на пятом этаже пятиэтажного кирпичного дома, построенного в 1959 году. Жилая площадь составляет 23 квадратных метра, а кухня занимает 6 квадратных метров. В квартире выполнен качественный евроремонт, который придаёт ей особый шарм и комфорт. Также имеется балкон, где можно наслаждаться свежим воздухом и красивым видом.

Расположение квартиры очень удобно – всего в нескольких минутах ходьбы от метро «Нагорная», что позволяет быстро добраться до любой точки города. Кроме того, рядом находятся другие станции метро, такие как «Крымская», «Академическая», «Верхние Котлы» и «Нахимовский проспект», что делает эту квартиру идеальным выбором для тех, кто ценит удобство транспортной доступности.

Этот район Москвы славится своей развитой инфраструктурой и приятной атмосферой. Здесь вы найдёте всё необходимое для комфортной жизни: магазины, кафе, парки и многое другое.

Не упустите возможность стать счастливым обладателем этой прекрасной квартиры! Звоните прямо сейчас, чтобы договориться о просмотре.",10100000,297058,34.0,1,"Нагатинская, Нагорная, Нахимовский проспект, Верхние Котлы, Крымская, Академическая",5
405711.33628318587,,21467041,274164,78.3,3,нет метро,35
405711.33628318587,,15135903,417887,36.22,1,нет метро,40
295002.0,"Просторная однокомнатная квартира в зеленом районе в монолитном доме!
Хороший ремонт. Благодаря большому метражу - много воздуха и света. 

ДЛЯ ТЕХ, кто любит мало текста:
ремонт, мебель, инфраструктура, парковка, транспорт - все есть, все рядом.
Ипотека возможна, разумный торг.
Приходи-смотри-решай!

ДЛЯ ТЕХ, кому важны детали:
состояние квартиры - заезжай и живи.
- зоны для хранения (шкаф-гардеробная, модульные места для хранения на колесах, что позволяет их перемещать по своему усмотрению)
- полноценная кровать = комфортный сон + здоровая спина
- диван + кресла + телевизор + детали интерьера для удобства и уюта
- укомплектованная кухня  + лоджия
- совместный санузел + стиральная машина
- консьерж
4 лифта, что позволяет  без пробок подняться и спуститься
В доме развитая коммерческая структура: женский фитнес, салон красоты, стоматология, дом быта, магазин и тд.

ЛОКАЦИЯ:
рядом 2 метро и МЦД, в пешей доступности несколько остановок с разными маршрутами, удобный выезд на Ленинградское ш, СВХ, МКАД
Все необходимое в пешей доступности (сады,  школы, поликлиника, магазины, пункты выдачи, рестораны и тд)

ДЛЯ ДУШИ
- парк дружбы, пляж левобережный, Грачевский парк, Северный речной порт, благоустроенный лес.
- конно - спортивная база, СК Динамо, Теннисная школа имени Самаранча, Яхт клуб и тд.
- кафе/ рестораны, торговые центры и тд
Разумный торг, просмотр по предварительной договоренности. Поможем получить субсидированную ипотеку. 
Звоните - отвечу на все вопросы.
Если вам не ответили - значит обязательно перезвоним!",17699999,335227,52.8,1,"Ховрино, Речной вокзал, Беломорская",18
405711.33628318587,"НОВАЯ МОСКВА! КЛЮЧИ В ДЕНЬ СДЕЛКИ! Квартира в собственности от застройщика с Московской пропиской!
Ставка по ипотеке от 6% на весь период, до 30 лет!
ЖК ""Борисоглебское"" - это малоэтажная жилая застройка в окружении десятков тысяч гектаров леса, здесь всегда тихо и свежий воздух. Жители не столкнутся с проблемой перенаселённости, они всегда смогут найти парковочное место и будут знать соседей в лицо.
ЖК ""Борисоглебское"" расположен на территории Новой Москвы. Стоит отметить плюсы московской прописки это - Пособия и льготы для беременных женщин, пособия и льготы для детей, более низкая ставка налога по многим сферам, более высокая пенсионная ставка и льготы для пенсионеров, более низкие коммунальные платежи.
Проектом заложено 3 детских муниципальных сада, один из которых на высокой строительной готовности, завершение строительства уже в этом году. Также в этом году планируется старт строительства собственной муниципальной школы.
Транспортная доступность
Вблизи жилого комплекса ""Борисоглебское"" находится железнодорожная станция ""Рассудово"". Вы можете дойти до неё за пять минут или доехать на городском автобусе две остановки. До центра Москвы можно добраться всего за 60 минут.
Вы также сможете ездить до дома на автобусе. От станции ""Саларьево"" они ходят по маршрутам 309 и 1002, а от метро ""Тёплый Стан"" и ""Румянцево"" ходит маршрутное такси 507. В этом году появится дополнительный маршрут от станции ""Саларьево"".
Автомобилисты также порадуются удачному расположению комплекса. Ведь ""Борисоглебское"" расположен рядом с Киевским шоссе, трассой М1, а также Минским шоссе. Это позволяет владельцам машин выбирать наилучший способ подъезда к дому и не стоять в пробках.
С 2023 года начнёт работать Московский центральный диаметр ""Апрелевка Железнодорожный"" с 24 остановками около метро. Время в пути до станции ""Солнцево"" от 20 минут. Интервал между электричками МЦД всего от 5 до 10 минут.",10160000,160000,63.5,2,нет метро,3
405711.33628318587,,139118000,1046000,133.0,4,нет метро,12
405711.33628318587,"МОСКОВСКАЯ ПРОПИСКА! ДОМ СДАН!
Жилой комплекс «Борисоглебское», территория Новой Москвы в 35 км. от МКАД по Киевскому шоссе.
Является уникальным эко-районом Новой Москвы, расположенном в деревне Зверево Новофедоровского поселения и относится к Троицкому административному округу. Земельный участок уютно размещен в экологически чистом районе. ЖК имеет хорошую транспортную доступность на общественном транспорте до м. Рассказовка и м. Саларьево автобусы, от 5 минут пешком до ж/д станции Рассудово - 50 минут до Киевского вокзала на электричке. С сентября 2023 года начнёт работать Московский центральный диаметр ""Апрелевка Железнодорожный"" с 24 остановками около метро. Время в пути до станции ""Солнцево"" займет от 20 минут. Интервал между поездами МЦД всего от 5 до 10 минут.
На территории строится муниципальный детский сад на 190 мест! В ближайшее время старт строительства школы.
Стоит отметить плюсы московской прописки:
- Пособия и льготы для беременных женщин;
- Пособия и льготы для детей;
- Более низкая ставка налога по многим сферам;
- Более высокая пенсионная ставка и льготы для пенсионеров;
- Более низкие коммунальные платежи;
Живите загородом, находясь в Москве!",10358000,162351,63.8,2,нет метро,3
405711.33628318587,,8673600,312000,27.8,1,нет метро,29
166921.0,"НОВАЯ МОСКВА! КЛЮЧИ В ДЕНЬ СДЕЛКИ! Квартира от застройщика с Московской пропиской!
Ставка по ипотеке от 6% на весь период, до 30 лет!
ЖК ""Борисоглебское""  - это малоэтажная жилая застройка в окружении десятков тысяч гектаров леса, здесь всегда тихо и свежий воздух. Жители не столкнутся с проблемой перенаселённости, они всегда смогут найти парковочное место и будут знать соседей в лицо.
ЖК ""Борисоглебское"" расположен на территории Новой Москвы. Стоит отметить плюсы московской прописки это - Пособия и льготы для беременных женщин, пособия и льготы для детей, более низкая ставка налога по многим сферам, более высокая пенсионная ставка и льготы для пенсионеров, более низкие коммунальные платежи.
Проектом заложено 3 детских муниципальных сада, один из которых готов, ввод уже в этом году. Также в этом году планируется старт строительства собственной муниципальной школы. 
Транспортная доступность
Вблизи жилого комплекса ""Борисоглебское"" находится железнодорожная станция ""Рассудово"". Вы можете дойти до неё за пять минут или доехать на городском автобусе две остановки. До центра Москвы можно добраться всего за 60 минут. 
Вы также сможете ездить до дома на автобусе. От станции ""Саларьево"" они ходят по маршрутам  309 и 1002, а от метро ""Тёплый Стан"" и ""Румянцево"" ходит маршрутное такси  507. В этом году появится дополнительный маршрут от станции ""Саларьево"".
Автомобилисты также порадуются удачному расположению комплекса. Ведь ""Борисоглебское"" расположен рядом с Киевским шоссе, трассой М1, а также Минским шоссе. Это позволяет владельцам машин выбирать наилучший способ подъезда к дому и не стоять в пробках.
С 2023 года работает Московский центральный диаметр ""Апрелевка  Железнодорожный"" с 24 остановками около метро. Время в пути до станции ""Солнцево"" от 20 минут. Интервал между электричками МЦД всего от 5 до 10 минут.
",10015200,156000,64.2,2,нет метро,3
405711.33628318587,,37398200,504699,74.1,2,нет метро,24
175584.0,"НОВАЯ МОСКВА! КЛЮЧИ В ДЕНЬ СДЕЛКИ! Квартира с готовой отделкой под ключ от застройщика с Московской пропиской!
Ставка по ипотеке от 6% на весь период, до 30 лет!
ЖК ""Борисоглебское""  - это малоэтажная жилая застройка в окружении десятков тысяч гектаров леса, здесь всегда тихо и свежий воздух. Жители не столкнутся с проблемой перенаселённости, они всегда смогут найти парковочное место и будут знать соседей в лицо.
ЖК ""Борисоглебское"" расположен на территории Новой Москвы. Стоит отметить плюсы московской прописки это - Пособия и льготы для беременных женщин, пособия и льготы для детей, более низкая ставка налога по многим сферам, более высокая пенсионная ставка и льготы для пенсионеров, более низкие коммунальные платежи.
Проектом заложено 3 детских муниципальных сада, один из которых готов, ввод уже в этом году. Также в этом году планируется старт строительства собственной муниципальной школы. 
Транспортная доступность
Вблизи жилого комплекса ""Борисоглебское"" находится железнодорожная станция ""Рассудово"". Вы можете дойти до неё за пять минут или доехать на городском автобусе две остановки. До центра Москвы можно добраться всего за 60 минут. 
Вы также сможете ездить до дома на автобусе. От станции ""Саларьево"" они ходят по маршрутам  309 и 1002, а от метро ""Тёплый Стан"" и ""Румянцево"" ходит маршрутное такси  507. В этом году появится дополнительный маршрут от станции ""Саларьево"".
Автомобилисты также порадуются удачному расположению комплекса. Ведь ""Борисоглебское"" расположен рядом с Киевским шоссе, трассой М1, а также Минским шоссе. Это позволяет владельцам машин выбирать наилучший способ подъезда к дому и не стоять в пробках.
С 2023 года работает Московский центральный диаметр ""Апрелевка  Железнодорожный"" с 24 остановками около метро. Время в пути до станции ""Солнцево"" от 20 минут. Интервал между электричками МЦД всего от 5 до 10 минут.
",10535000,165384,63.7,2,нет метро,3
405711.33628318587,,23040962,344409,66.9,2,нет метро,33
177584.0,"НОВАЯ МОСКВА! КЛЮЧИ В ДЕНЬ СДЕЛКИ! Квартира с отделкой под ключ от застройщика с Московской пропиской!
Ставка по ипотеке от 6% на весь период, до 30 лет!
ЖК ""Борисоглебское""  - это малоэтажная жилая застройка в окружении десятков тысяч гектаров леса, здесь всегда тихо и свежий воздух. Жители не столкнутся с проблемой перенаселённости, они всегда смогут найти парковочное место и будут знать соседей в лицо.
ЖК ""Борисоглебское"" расположен на территории Новой Москвы. Стоит отметить плюсы московской прописки это - Пособия и льготы для беременных женщин, пособия и льготы для детей, более низкая ставка налога по многим сферам, более высокая пенсионная ставка и льготы для пенсионеров, более низкие коммунальные платежи.
Проектом заложено 3 детских муниципальных сада, один из которых готов, ввод уже в этом году. Также в этом году планируется старт строительства собственной муниципальной школы. 
Транспортная доступность
Вблизи жилого комплекса ""Борисоглебское"" находится железнодорожная станция ""Рассудово"". Вы можете дойти до неё за пять минут или доехать на городском автобусе две остановки. До центра Москвы можно добраться всего за 60 минут. 
Вы также сможете ездить до дома на автобусе. От станции ""Саларьево"" они ходят по маршрутам  309 и 1002, а от метро ""Тёплый Стан"" и ""Румянцево"" ходит маршрутное такси  507. В этом году появится дополнительный маршрут от станции ""Саларьево"".
Автомобилисты также порадуются удачному расположению комплекса. Ведь ""Борисоглебское"" расположен рядом с Киевским шоссе, трассой М1, а также Минским шоссе. Это позволяет владельцам машин выбирать наилучший способ подъезда к дому и не стоять в пробках.
С 2023 года работает Московский центральный диаметр ""Апрелевка  Железнодорожный"" с 24 остановками около метро. Время в пути до станции ""Солнцево"" от 20 минут. Интервал между электричками МЦД всего от 5 до 10 минут.
",10655000,167531,63.6,2,нет метро,3
405711.33628318587,,12129226,239235,50.7,2,нет метро,21
405711.33628318587,,9052800,276000,32.8,1,нет метро,23
175667.0,"Продаётся уютная двухкомнатная квартира с отличной отделкой площадью 63.6 квадратных метров на улице Генерала Донскова, 29к5. Квартира расположена на втором этаже трёхэтажного монолитного дома.

Жилая площадь двух отдельных комнат составляет 40.8 квадратных метров, а кухня занимает 10.7 квадратных метров. В квартире выполнен качественный евроремонт, что позволит новым владельцам сразу заселиться без дополнительных вложений. Также имеется балкон, где можно наслаждаться свежим воздухом и видом на улицу.

Особенностью данной квартиры является её местоположение: рядом находятся школа и детский сад, что особенно удобно для семей с детьми. Во дворе дома обустроена детская площадка, а также предусмотрена парковка для автомобилей. Территория дома закрыта, что обеспечивает дополнительную безопасность жильцов.

Не упустите возможность приобрести эту прекрасную квартиру и создать свой уютный уголок в одном из самых перспективных районов Москвы.",10540000,165723,63.6,2,нет метро,3
405711.33628318587,,126885354,773691,164.0,4,нет метро,41
249835.0,"ПРОДАЖА светлой уютной квартиры в историческом районе Москвы. Удачное расположение дома в окружении тихих зеленых дворов дополняется близостью  городской инфраструктуры - в 3х минутах ходьбы станция МЦД Рабочий поселок, удобная развязка авто дорог как в центр, так и в область (без пробок). В шаговой доступности: два детских сада, рейтинговые школы ЗАО, магазины на любой вкус. 
Один собственник, без обременений. Документы готовы к сделке. Квартира свободна.
Реальному покупателю - хороший торг!",14990000,298605,50.2,3,"Кунцевская, Молодёжная, Сетунь, Рабочий Посёлок, Кунцевская (Можайская), Кунцевская",9
405711.33628318587,,16043333,354941,45.2,1,нет метро,33
405711.33628318587,,116380000,1100000,105.8,3,нет метро,70
266668.0,Однокомнатная квартира,16000000,432432,37.0,1,нет метро,18
405711.33628318587,,22293836,505300,44.12,1,нет метро,16
405711.33628318587,,17879326,250165,71.47,3,нет метро,16
199168.0,"Продается 3 комнатная квартира, 55.2 кв.м с балконом. комнаты смежно-изолированные, балкон, с/у совмещен. Вся инфраструктура в шаговой доступности. Рядом университет МИФИ.  И Ведущий научно-исследовательский институт химической технологии.  Река Москва, дворцы, парки, музеи, музей заповедник  Коломенское 15 минут пешком. Вокруг зеленая зона. До метро Каширская, БКЛ Каширская, МЦД (D2) ж/д ст. Москворечье 15 минут пешком или 5 минут на транспорте. Юго-восточная хорда 5 минут на машине. МКАД 20 минут на машине. Свободная продажа. Все документы готовы к сделке. Стоимость 11.950.000 млн.рублей, торг уместен.",11950000,219266,54.5,3,"Кантемировская, Москворечье, Каширская",5
405711.33628318587,,208031695,1010844,205.8,3,нет метро,11
405711.33628318587,,9031275,202950,44.5,2,нет метро,8
405711.33628318587,,956550000,3500000,273.3,3,нет метро,9
171667.0,"Отличное предложение по выгодной цене в ЖК Люблинский парк! 
Ставка по ипотеке от 11,5%
В продаже 1 комнатная квартира, с ремонтом. 
Кухня-гостинная 10,5 кв м, спальня 12,5 кв м, гардеробная 2,1 кв м.

На первых этажах — магазины и кафе. Во дворах-парках много зелени, есть скамейки, столы и детские площадки, а машин нет: для них — подземные и надземные паркинги. Сквозь весь жилой квартал пройдёт пешеходный бульвар. 
В «Люблинском парке» запланировано семь детских садов и три школы. На данный момент открыты и работают школа и один детский сад.

ЖК «Люблинский парк» расположен на юго-востоке Москвы, в шаговой доступности от станции «Братиславская». Также недалеко станция МЦД «Перерва».

Заселение до 15 июля 2025 года!
Цена ниже , чем у застройщика! 
Помощь в одобрении ипотеки!
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь
Номер в базе: 10956109. Код пользователя: 68916. Район: Люблинский парк ЖК",10300000,319875,32.2,1,"Братиславская, Марьино, Депо, Перерва",24
341669.0,"Id 378484. Представляем Вашему вниманию потрясающую трехкомнатную квартиру в жилом комплексе бизнес-класса “Level Южнопортовая”. Этот уникальный жилой комплекс расположен в одном из самых престижных и развивающихся районов Москвы, на Южнопортовой улице, рядом с Третьим транспортным кольцом.
Планировка включает в себя просторную кухню-гостиную и три уютных спальни, один санузел и прихожую. Благодаря панорамным окнам, квартира наполнена естественным светом и открывает завораживающие виды на город.
ЖК “Level Южнопортовая” предлагает своим жителям все преимущества жизни в современном жилом комплексе:
Развитая инфраструктура района: в шаговой доступности находятся школы, детские сады, медицинские учреждения, магазины, рестораны и кафе.
Охраняемая территория с круглосуточным видеонаблюдением, консьерж-сервисом и современными системами безопасности.
Благоустроенная территория с детскими и спортивными площадками, зонами отдыха и ландшафтным дизайном.
Подземная парковка с достаточным количеством машиномест для жителей комплекса.
Современные инженерные системы и коммуникации, обеспечивающие комфортное проживание. Продуманная система пожарной безопасности.",20500000,333876,61.4,3,"Текстильщики, Кожуховская, Угрешская, Дубровка, Текстильщики, Текстильщики (БКЛ)",23
625004.0,"Id 377545. Цена ниже Застройщика и удачное расположение делает эту квартиру уникальной.
ПРОДАЕТСЯ квартира в ЖК HEADLINER 4й корпус, секция 4.1. Последняя очередь строительства данного жилого комплекса. Срок сдачи: 2-кв. 2024. Свободная продажа. Квартира без отделки для любых воплощений дизайна. Универсальный жилой квартал Headliner, расположен в Пресненском районе Москвы (ЦАО), в 4-х минутах ходьбы от ст. м. Шелепиха, и в удобной локации для быстрого выезда на ТТК. Закрытый двор без машин, и с развитой инфраструктурой.
На придомовой территории предусмотрена все необходимое для комфортного проживания: магазины, кафе, фитнес-центры, а также зоны для отдыха, спортивные и детские площадки. В шаговой доступности торговый комплекс ""Афимолл Сити"", фитнес-клубы World Class, ""Зебра"" и Wellness Club Nebo, а также вся инфраструктура ММДЦ ""Москва-Сити"". Внутреннее пространство дворов комплекса отделено от транспортных потоков, поэтому жилая зона безопасна и максимально удобна.
Подземный паркинг. В шаговой доступности лучшие школы ЦАО, такие как: ""Романовская школа"", школа с углубленным изучением английского языка 123 ""На Кутузовском"", две гимназии, физико-математическая школа 56 им. академика В.А. Легасова, общеобразовательные, спортивные и музыкальные школы. Транспортная доступность:
м. Шелепиха - 4 минуты
13 минут - до Кремля
Деловой центр Москва Сити - 5 минут пешком. Свободная продажа, ПЕРЕУСТУПКА прав требования, быстрый выход на сделку.",37500000,398936,94.0,4,"Деловой центр, Фили, Выставочная, Международная, Шелепиха, Деловой центр, Шелепиха, Фили, Тестовская, Деловой центр",51
550004.0,"Id 376814. Цена ниже рынка и удачное расположение, делает эту квартиру уникальной. 
ПРОДАЕТСЯ квартира в ЖК HEADLINER 4й корпус, секция 4.2. с видом на Москва Сити. Последняя очередь строительства данного жилого комплекса. Срок сдачи: 2-кв. 2024. Свободная продажа. Квартира без отделки для любых воплощений дизайна. Универсальный жилой квартал Headliner, расположен в Пресненском районе Москвы (ЦАО), в 4-х минутах ходьбы от ст. м. Шелепиха, и в удобной локации для быстрого выезда на ТТК. Закрытый двор без машин, и с развитой инфраструктурой.
На придомовой территории предусмотрена все необходимое для комфортного проживания: магазины, кафе, фитнес-центры, а также зоны для отдыха, спортивные и детские площадки.  В шаговой доступности торговый комплекс ""Афимолл Сити"", фитнес-клубы World Class, ""Зебра"" и Wellness Club Nebo, а также вся инфраструктура ММДЦ ""Москва-Сити"". Внутреннее пространство дворов комплекса отделено от транспортных потоков, поэтому жилая зона безопасна и максимально удобна. 
Подземный паркинг. В шаговой доступности лучшие школы ЦАО, такие как: ""Романовская школа"", школа с углубленным изучением английского языка 123 ""На Кутузовском"", две гимназии, физико-математическая школа 56 им. академика В.А. Легасова, общеобразовательные, спортивные и музыкальные школы. Транспортная доступность:
м. Шелепиха - 4 минуты
13 минут - до Кремля
Деловой центр Москва Сити - 5 минут пешком. Свободная продажа, ПЕРЕУСТУПКА прав требования, быстрый выход на сделку.",33000000,410958,80.3,3,"Деловой центр, Фили, Выставочная, Международная, Шелепиха, Деловой центр, Шелепиха, Фили, Тестовская, Деловой центр",51
448336.0,"Id 380333. Продается 3-х комнатная квартира с современной, функциональной планировкой, в готовом доме(корпус 1.2), в новом ЖК ""Матвеевский парк"", сдача декабрь 2024. 
Квартира сдаётся с чистовой отделкой! 
Отличная локация, до метро Аминьевская -   3 минуты пешком, в пешей доступности ландшафтный заказник Долина реки Очаковки и ландшафтный заказник Долина реки Раменки, вся инфраструктура района Очаково-Матвеевское детские сады, школы, институты, поликлиника, больница, сетевые магазины, а также в ЖК запланированы две школы, три детских сада, ТЦ.
В каждом доме запланирован подземный паркинг, в каждом дворе современные детские и спортивные площадки, а также зоны отдыха.
Отличное предложение и быстрый выход на сделку!",26900000,365489,73.6,3,"Мичуринский проспект, Аминьевская, Мичуринский проспект",33
250001.0,"Id 379706. Приобретите функциональную евро 2-комнатную квартиру с ПОЛНОЙ ОТДЕЛКОЙ от застройщика!
Квартира отлично подойдет под самый общий запрос 1-2 человек, застройщик ее максимально для вас подготовит с отделкой финишными материалами.
Квартал возводится в 5 минут пешком до метро «Селигерская» и «Верхние Лихоборы». Проектом предусмотрен благоустроенный сквер площадью 1,5 га с дизайнерским озеленением, детскими площадками, воркаут-зоной, закрытая территория двора, дизайнерское лобби с колясочными и консьержем.
Фишками проекта послужат современные инженерные решения: круглосуточное видеонаблюдение, Wi-Fi и USB-порты для зарядки, IP-домофония, скоростные лифты;
подземный паркинг со станцией подкачки шин, зарядкой для электромобилей и усилителем сотовой связи; А также келлеры в подземном паркинге и на этажах.
Продажа по переуступке прав требования.",14999999,369458,40.6,1,"Лихоборы, Селигерская, Верхние Лихоборы, Дегунино",32
383336.0,"Id 379217. 3-я очередь корп.1. Ключи в 2025г!
   Не упустите возможность приобрести сейчас!
 Переуступка! Цена значительно ниже чем у застройщика!
 На берегу Москва реки! ЖК бизнес класса ""Shagal""

   В продаже большая 2-х комнатная квартира или Евро 3-х комнатная общей площадью  64,6 + 2 балкона
 - кухня-гостиная 22 м2
 - 2 просторные спальные комнаты
 - 2 балкона 
 - 2 больших совмещенных санузла ( 4,5 м2 и  3,2 м2)
 - прихожая + коридор почти 9 м""
 - Прекрасный видовой этаж

Жилой комплекс бизнес класса, названный в честь знаменитого художника-авангардиста Марка Шагала, это крупнейший градостроительный проект Европы. Внутри себя предусматривает полную бытовую, торговую и социально-экономическую инфраструктуру. Это как город в городе.
Особенностью комплекса является разнообразие корпусов различной типологии и этажности.

Транспортная доступность также разнообразна.
Несколько действующих станций метро, имеется речной транспорт и канатная дорога.
Немаловажным является прямой съезд  на ТТК.
Для автовладельцев предусмотрен подземный паркинг. 

Если остались вопросы звоните!",23000000,356037,64.6,2,"Автозаводская, Технопарк, Кожуховская, ЗИЛ, Автозаводская, Дубровка, Дубровка",12
